Municipality Code,State Code,Region,State,Municipality,Population,Adult Population,Adult Population (Women),Adult Population (Men),Type of Population,Social Lag Index,Banking Agents,Bank Branches,ATMs,POS Terminals,Businesses with POS Terminals,Accounts with Mobile Transactions,ATM Transactions,POS Transactions,Banking - Savings Accounts,Banking - Term Deposit Accounts,Banking - Transactional Accounts Level 1,Banking - Transactional Accounts Level 2,Banking - Transactional Accounts Level 3,Banking - Transactional Accounts Level 4,Banking - Debit Card Accounts,EACP - Savings Accounts,EACP - Term Deposit Accounts,EACP - Demand Deposit Accounts,EACP - Debit Card Accounts,Total - Total Accounts,Banking - Credit Cards,Banking - Personal Loans,Banking - Payroll Loans,Banking - ABCD Loans,Banking - Group Loans,Banking - Mortgage Loans,Banking - Auto Loans,EACP - Credit Cards,EACP - Consumer Loans,EACP - Housing Loans,EACP - Commercial Loans,Total - Total Loans
15075,15,Centro Sur y Oriente,México,San Martín de las Pirámides,29182,22107,11426,10681,Semi-urbano,Muy bajo,15,2,4,116,102,16614,3440,18204,0,150,0,909,0,6601,14718,1017,409,2616,1561,11702,3519,4146,980,1468,1104,13,169,1395,132,0,220,12926
15076,15,Centro Sur y Oriente,México,San Mateo Atenco,97418,71509,37018,34491,Urbano,Muy bajo,61,9,41,856,673,64671,160256,172294,2687,1223,0,2369,8,61298,58647,2264,2657,14259,6287,86765,18597,15439,5469,7754,2997,1810,1155,6292,972,1,387,60486
15077,15,Centro Sur y Oriente,México,San Simón de Guerrero,6692,4632,2429,2203,En Transición,Bajo,0,0,2,5,5,2108,2574,2,0,0,0,38,0,170,1848,108,27,208,96,551,294,575,245,152,62,0,15,90,27,0,7,1460
15078,15,Centro Sur y Oriente,México,Santo Tomás,9729,6820,3496,3324,En Transición,Bajo,1,1,3,9,9,4678,6198,196,0,0,0,39,0,89,1616,218,96,402,137,844,507,1515,223,449,66,1,17,108,21,0,29,2907
15079,15,Centro Sur y Oriente,México,Soyaniquilpan de Juárez,14323,10434,5343,5091,En Transición,Bajo,5,1,5,42,34,5182,20547,12219,0,8,0,36,0,365,2808,575,115,710,327,1809,699,1879,692,786,354,19,70,295,56,2,60,4852
15080,15,Centro Sur y Oriente,México,Sultepec,24145,16395,8804,7591,Semi-urbano,Medio,3,2,3,8,7,4634,8318,2408,0,371,0,559,0,11937,25418,49,49,471,169,13436,503,887,522,269,110,1,53,151,34,0,2,2530
15081,15,Centro Sur y Oriente,México,Tecámac,547503,416310,217273,199037,Semi-metrópoli,Muy bajo,220,43,172,3099,1728,345365,753996,546829,1916,5347,0,14109,21,334708,498456,14167,13577,75251,51511,459096,117399,68372,26334,23165,15085,8205,4654,55884,5585,3,1831,324686
15082,15,Centro Sur y Oriente,México,Tejupilco,79282,53966,28727,25239,Urbano,Bajo,12,10,22,180,137,38061,61373,23254,0,2956,1,4207,1,61652,123417,832,630,3709,1529,73988,16625,9325,2738,2479,650,20,267,1495,335,0,141,33934
15083,15,Centro Sur y Oriente,México,Temamatla,14130,10143,5273,4870,En Transición,Muy bajo,3,3,7,50,45,7356,22151,13171,0,39,0,112,0,4745,9624,540,348,1748,978,7532,1477,4610,684,678,482,9,111,900,121,0,101,9072
15084,15,Centro Sur y Oriente,México,Temascalapa,43593,31902,16414,15488,Semi-urbano,Muy bajo,14,3,5,50,49,20083,23560,6765,0,224,0,1804,0,10090,27432,1144,553,4577,2223,18392,3095,7441,1595,3027,2727,227,144,1835,188,0,366,20279
15085,15,Centro Sur y Oriente,México,Temascalcingo,66414,47496,25197,22299,Urbano,Bajo,12,10,16,118,100,30311,60861,34965,0,458,1,6314,0,22719,62192,7937,1077,5093,3901,43599,4944,11240,1945,2708,1643,18,135,1103,1901,0,631,25637
15086,15,Centro Sur y Oriente,México,Temascaltepec,35014,23891,12302,11589,Semi-urbano,Medio,3,5,6,24,24,10732,12351,1318,0,266,0,963,0,12344,27226,1524,169,764,308,16030,1152,3955,604,787,152,19,55,234,443,0,97,7401
15087,15,Centro Sur y Oriente,México,Temoaya,105766,73588,38262,35326,Urbano,Bajo,31,12,21,125,118,42157,41799,15576,0,529,0,2606,0,29264,77724,5668,1349,5365,2635,44781,6586,17381,2368,4614,3529,447,317,2402,538,0,1420,38182
15088,15,Centro Sur y Oriente,México,Tenancingo,104677,74947,38880,36067,Urbano,Bajo,41,15,40,374,220,57929,135256,84420,1477,2521,0,5165,11,76491,130142,3810,1394,9346,3038,100215,21273,19838,3751,4958,4232,68,448,2698,499,0,1076,57765
15089,15,Centro Sur y Oriente,México,Tenango del Aire,11359,8434,4387,4047,En Transición,Muy bajo,2,1,5,16,15,5832,12412,2171,0,11,0,14,0,344,1816,464,214,1211,642,2258,954,2268,562,661,574,6,54,544,89,0,88,5712
15090,15,Centro Sur y Oriente,México,Tenango del Valle,90518,64815,33343,31472,Urbano,Bajo,26,8,23,176,155,41289,85466,20622,0,792,0,1191,0,33385,74943,1241,994,7684,3017,45287,15575,11152,3527,4618,1245,107,368,2723,510,0,192,39825
15091,15,Centro Sur y Oriente,México,Teoloyucán,65459,48310,25102,23208,Urbano,Muy bajo,27,5,19,256,198,63078,96500,36235,1609,625,0,2261,0,48604,89008,2143,2023,7847,5022,65112,15283,11736,4301,7356,2661,61,641,4295,528,0,447,46862
15092,15,Centro Sur y Oriente,México,Teotihuacán,58507,44184,23197,20987,Urbano,Muy bajo,23,11,36,381,355,52806,146792,47234,2121,1718,0,6095,0,73551,117917,2729,1192,6498,4060,93904,19112,13259,2677,4952,3603,369,469,3655,329,0,710,48425
